id,x,y,z,size,time,r,g,b
8,81.15082208,43.99934205,53.81389463,3,2,247,204,49
9,31.3395628,94.15878993,69.88799848,3,2,247,204,49
10,85.55407693,94.35378164,86.53119489,3,2,247,204,49
11,10.52491329,79.12517101,65.88410891,3,2,247,204,49
12,66.58302623,32.96741225,32.31167804,3,2,247,204,49
13,38.2358864,51.18399099,23.20158381,3,2,247,204,49
14,13.46228548,40.64516898,16.74698159,3,2,247,204,49
15,17.8297954,2.40113044,73.11919493,3,2,247,204,49
16,68.1801143,74.17055212,39.51332141,3,2,247,204,49
17,24.02243113,75.0146136,51.97756571,3,2,247,204,49
18,82.04505878,60.46819024,14.94171453,3,2,247,204,49
19,36.61088984,69.33807808,52.8730987,3,2,247,204,49
20,89.45283028,86.03801817,12.59027197,3,2,247,204,49
21,25.29373378,59.15645092,25.33932488,3,2,247,204,49
22,6.1321413,42.17306651,11.74576401,3,2,247,204,49
23,85.45771592,33.45815505,29.56928953,3,2,247,204,49
24,42.19302061,25.26868688,90.92503835,3,2,247,204,49
25,56.95987191,95.80588516,97.05597026,3,2,247,204,49
26,6.41885675,23.8850873,72.64483877,3,2,247,204,49
27,33.18896554,68.6675051,63.9383576,3,2,247,204,49
28,82.12186035,30.72387516,25.67577055,3,2,247,204,49
29,64.65609369,15.08860955,91.15941579,3,2,247,204,49
30,23.77252438,42.27986853,17.54319405,3,2,247,204,49
31,93.7377047,47.95601178,66.69829656,3,2,247,204,49
32,82.55428427,84.62738329,47.45179648,3,2,247,204,49
33,10.05323725,48.36429651,57.27660843,3,2,247,204,49
34,5.03570289,6.7621402,77.28111454,3,2,247,204,49
35,92.96269887,11.83495344,8.96096403,3,2,247,204,49
36,71.24560514,81.49327065,32.32935564,3,2,247,204,49
37,71.42326232,4.83776156,46.7223039,3,2,247,204,49
38,86.52563807,49.54817269,3.48325184,3,2,247,204,49
39,7.99755782,16.92925744,70.85975359,3,2,247,204,49
40,12.05628863,33.10545235,79.99302142,3,2,247,204,49
41,84.9483309,66.98751932,86.28825081,3,2,247,204,49
42,29.30775524,40.41514622,27.53552572,3,2,247,204,49
43,90.10251399,72.63258737,78.12183605,3,2,247,204,49
44,48.85492266,23.14841742,94.27145095,3,2,247,204,49
45,81.50483197,48.8232712,24.01959135,3,2,247,204,49
46,41.12586942,79.74770436,88.90332474,3,2,247,204,49
47,68.02376186,73.52385139,59.57401895,3,2,247,204,49
48,73.18909477,52.15747731,84.08150658,3,2,247,204,49
49,10.64948038,19.67807676,68.54245898,3,2,247,204,49
0,46.44321013,55.36058378,45.5825351,5,3,229,45,32
1,51.70937923,54.93619687,52.77128617,5,3,229,45,32
2,46.79505959,46.15247269,53.60224307,5,3,229,45,32
3,54.13983607,51.73172235,48.79981701,5,3,229,45,32
4,49.07079251,55.40170592,50.3112748,5,3,229,45,32
0,40.71131464,87.04000454,79.34504313,3,3,247,204,49
1,44.57160296,33.04956181,35.56503547,3,3,247,204,49
2,95.93301196,9.2732644,22.19827593,3,3,247,204,49
3,94.81188473,88.85761106,85.87500697,3,3,247,204,49
4,54.30914834,56.52521019,77.27366092,3,3,247,204,49
5,31.87294291,85.88802524,67.07489782,3,3,247,204,49
6,5.88853852,65.2796016,17.06199726,3,3,247,204,49
7,86.99455486,20.69228836,12.49407728,3,3,247,204,49
8,80.17690352,44.21216273,53.73521806,3,3,247,204,49
9,31.72315935,93.30879836,69.52693338,3,3,247,204,49
10,85.0300749,93.68968742,85.99790254,3,3,247,204,49
11,11.30903226,78.57192985,65.6028943,3,3,247,204,49
12,66.06838677,33.54909587,32.94159104,3,3,247,204,49
13,37.90187902,50.99958425,22.27722824,3,3,247,204,49
14,14.18458261,40.83602507,17.41170771,3,3,247,204,49
15,18.36083015,3.17274741,72.76903876,3,3,247,204,49
16,67.63360036,73.42073591,39.88628007,3,3,247,204,49
17,24.76278352,74.34268358,51.95785818,3,3,247,204,49
18,81.40863744,60.26497564,15.68580571,3,3,247,204,49
19,35.95783165,70.07466701,53.04902979,3,3,247,204,49
20,88.86154216,85.49290059,13.18459947,3,3,247,204,49
21,25.97817297,58.92679695,26.03128013,3,3,247,204,49
22,6.87479285,42.31171439,12.40093225,3,3,247,204,49
23,84.727933,33.87805687,30.10882575,3,3,247,204,49
24,42.37643984,25.79748595,90.09634726,3,3,247,204,49
25,56.86710616,95.10575499,96.34800679,3,3,247,204,49
26,7.21237836,24.36005745,72.26440902,3,3,247,204,49
27,32.54760767,69.19690099,64.49369541,3,3,247,204,49
28,81.37967993,31.13672362,26.20371408,3,3,247,204,49
29,64.40628431,15.73344879,90.43707402,3,3,247,204,49
30,24.38695196,42.46923881,18.30910374,3,3,247,204,49
31,92.79792336,48.0148445,66.36162205,3,3,247,204,49
32,81.87491555,83.89835337,47.53530413,3,3,247,204,49
33,11.0413514,48.41917318,57.13301529,3,3,247,204,49
34,5.70456126,7.40205905,76.90278619,3,3,247,204,49
35,92.37196751,12.37980739,9.55608639,3,3,247,204,49
36,70.75575775,80.75114517,32.78684805,3,3,247,204,49
37,71.01571568,5.7463149,46.81415472,3,3,247,204,49
38,85.92845798,49.56656072,4.28514824,3,3,247,204,49
39,8.74808169,17.50717866,70.53925245,3,3,247,204,49
40,12.81255976,33.44732735,79.43519039,3,3,247,204,49
41,84.28631509,66.67016266,85.60926641,3,3,247,204,49
42,29.94744526,40.718965,28.24156455,3,3,247,204,49
43,89.35295673,72.21260115,77.61019605,3,3,247,204,49
44,48.89453513,23.68751018,93.43013659,3,3,247,204,49
45,80.75923939,48.86803244,24.68448843,3,3,247,204,49
46,41.32674505,79.14791197,88.12879386,3,3,247,204,49
47,67.44478499,72.75704296,59.29690775,3,3,247,204,49
48,72.62547279,52.11725919,83.25645339,3,3,247,204,49
49,11.40087358,20.22373079,68.17141998,3,3,247,204,49
0,45.7177354,54.83349554,46.02510081,5,4,229,45,32
1,52.2437777,54.20066048,52.35486751,5,4,229,45,32
2,47.56722172,46.71348132,53.90063033,5,4,229,45,32
3,53.55894576,52.53124927,48.64709781,5,4,229,45,32
4,48.27892586,54.82638113,50.10646123,5,4,229,45,32
0,40.92539625,86.26579832,78.74941422,3,4,247,204,49
1,44.4861585,32.27545708,34.93777069,3,4,247,204,49
2,95.26660779,9.88282377,22.6276276,3,4,247,204,49
3,94.163043,88.292956,85.36493926,3,4,247,204,49
4,54.17753946,56.30188263,76.30784319,3,4,247,204,49
5,32.3118338,85.06785104,66.70789774,3,4,247,204,49
6,6.65829846,65.02687806,17.64817168,3,4,247,204,49
7,86.39985557,21.18264484,13.13116697,3,4,247,204,49
8,79.20256122,44.42183821,53.65340563,3,4,247,204,49
9,32.1024061,92.45779772,69.16365687,3,4,247,204,49
10,84.50430799,93.02699101,85.46460841,3,4,247,204,49
11,12.09061122,78.01653056,65.31887675,3,4,247,204,49
12,65.54609936,34.12868844,33.56712147,3,4,247,204,49
13,38.30349619,50.99919433,23.1930358,3,4,247,204,49
14,14.90455431,41.02655432,18.07904522,3,4,247,204,49
15,18.89081269,3.94562897,72.42007944,3,4,247,204,49
16,67.0851395,72.67364588,40.26184256,3,4,247,204,49
17,25.50113574,73.66846059,51.94175378,3,4,247,204,49
18,80.77183135,60.06209638,16.42965921,3,4,247,204,49
19,35.32972709,70.83248889,53.22563856,3,4,247,204,49
20,88.26967687,84.94883429,13.77931566,3,4,247,204,49
21,26.65898347,58.69667351,26.72665071,3,4,247,204,49
22,7.6155423,42.45014564,13.05829597,3,4,247,204,49
23,83.99758358,34.29598303,30.64912887,3,4,247,204,49
24,42.55760759,26.32743441,89.26789517,3,4,247,204,49
25,56.77224347,94.40472237,95.64121522,3,4,247,204,49
26,8.00579666,24.83607155,71.88507014,3,4,247,204,49
27,33.17541302,68.5666665,64.03689684,3,4,247,204,49
28,80.63675818,31.54676668,26.73280005,3,4,247,204,49
29,64.15643283,16.37665012,89.71328794,3,4,247,204,49
30,25.0021743,42.654944,19.07527282,3,4,247,204,49
31,91.85801359,48.07011773,66.02470292,3,4,247,204,49
32,81.19758632,83.16740778,47.6186327,3,4,247,204,49
33,12.02969736,48.46998321,56.98952105,3,4,247,204,49
34,6.37459155,8.04045555,76.52395995,3,4,247,204,49
35,91.78073004,12.9232195,10.15202391,3,4,247,204,49
36,70.26788434,80.00699281,33.24315585,3,4,247,204,49
37,70.60739775,6.65449191,46.90630122,3,4,247,204,49
38,85.33151416,49.58226146,5.08727763,3,4,247,204,49
39,9.50005692,18.08347166,70.21922178,3,4,247,204,49
40,13.56987793,33.78624708,78.87697663,3,4,247,204,49
41,83.62525819,66.34982846,84.93074613,3,4,247,204,49
42,30.58859887,41.01784769,28.94838219,3,4,247,204,49
43,88.60461239,71.78986015,77.09904949,3,4,247,204,49
44,48.93474671,24.22429049,92.58737333,3,4,247,204,49
45,80.01386276,48.90866304,25.3498927,3,4,247,204,49
46,41.52775582,78.54596945,87.35596797,3,4,247,204,49
47,68.05545919,73.49848607,59.57500689,3,4,247,204,49
48,72.06413652,52.07752853,82.42981982,3,4,247,204,49
49,12.15381414,20.76736055,67.80054642,3,4,247,204,49
0,46.7177354,54.83349554,46.02510081,5,5,229,45,32
1,52.2437777,55.07801568,52.834709,5,5,229,45,32
2,46.67279453,46.71348132,53.45341673,5,5,229,45,32
3,53.55894576,51.56371105,48.89982254,5,5,229,45,32
4,49.27892586,54.82638113,50.10646123,5,5,229,45,32
0,41.14342886,85.49172576,78.15504611,3,5,247,204,49
1,44.40284115,31.67141655,34.14518425,3,5,247,204,49
2,94.60203051,10.49346906,23.05826592,3,5,247,204,49
3,93.51515719,87.72748578,84.85455958,3,5,247,204,49
4,54.25726793,56.3449261,77.30373004,3,5,247,204,49
5,32.75549776,84.24837517,66.34510083,3,5,247,204,49
6,7.42808444,64.77607598,18.23513664,3,5,247,204,49
7,85.80852087,21.67358029,13.77093697,3,5,247,204,49
8,78.22845262,44.63491131,53.57782598,3,5,247,204,49
9,32.485741,91.60715367,68.80385268,3,5,247,204,49
10,83.97950709,92.36275312,84.93228141,3,5,247,204,49
11,12.87493582,77.46291094,65.03898348,3,5,247,204,49
12,65.03199089,34.70922659,34.19852304,3,5,247,204,49
13,37.9664533,50.83326608,22.26628346,3,5,247,204,49
14,15.62575996,41.21753469,18.74491976,3,5,247,204,49
15,19.42157588,4.71790155,72.07095842,3,5,247,204,49
16,66.5383489,71.92514284,40.63702684,3,5,247,204,49
17,26.24128604,72.99624522,51.92431708,3,5,247,204,49
18,80.13573301,59.85945786,17.17418357,3,5,247,204,49
19,34.67540816,71.56992814,53.39312015,3,5,247,204,49
20,87.67837105,84.40441059,14.37426126,3,5,247,204,49
21,27.34202809,58.4675662,27.42016343,3,5,247,204,49
22,8.35730042,42.58895858,13.71444065,3,5,247,204,49
23,83.26790616,34.71529888,31.18926319,3,5,247,204,49
24,42.74057263,26.85721709,88.43973207,3,5,247,204,49
25,56.67884634,93.7041551,94.93376736,3,5,247,204,49
26,8.79941336,25.31170339,71.50566679,3,5,247,204,49
27,33.80321772,67.92960974,63.58966095,3,5,247,204,49
28,79.89506502,31.95891019,27.26197771,3,5,247,204,49
29,63.90716433,17.021118,88.99042809,3,5,247,204,49
30,25.61722627,42.8428289,19.84104716,3,5,247,204,49
31,90.91815723,48.12770497,65.68802246,3,5,247,204,49
32,80.51940921,82.43730933,47.70249013,3,5,247,204,49
33,13.01798096,48.52335931,56.84652971,3,5,247,204,49
34,7.04423347,8.67963362,76.14576543,3,5,247,204,49
35,91.19020038,13.46761176,10.74776865,3,5,247,204,49
36,69.77953317,79.26396548,33.70078399,3,5,247,204,49
37,70.20018761,7.56314737,46.998633,3,5,247,204,49
38,84.73494123,49.5996476,5.88964816,3,5,247,204,49
39,10.2513524,18.66156706,69.90084964,3,5,247,204,49
40,14.32698486,34.12692126,78.31954484,3,5,247,204,49
41,82.96383858,66.03115523,84.25179733,3,5,247,204,49
42,31.22919584,41.31962725,29.65447328,3,5,247,204,49
43,87.85567531,71.36857103,76.58757248,3,5,247,204,49
44,48.97530814,24.76268614,91.74565788,3,5,247,204,49
45,79.26899607,48.95198701,26.01569796,3,5,247,204,49
46,41.7294759,77.94531563,86.58232464,3,5,247,204,49
47,67.47696134,72.73105405,59.2986225,3,5,247,204,49
48,71.50108288,52.03560144,81.6044637,3,5,247,204,49
49,12.90630006,21.30927504,67.42625559,3,5,247,204,49
0,45.99226067,55.36058378,45.5825351,5,6,229,45,32
1,51.65679651,54.27010539,52.78242093,5,6,229,45,32
2,47.37478137,46.20345803,53.95049895,5,6,229,45,32
3,54.0770592,52.27683303,48.42757737,5,6,229,45,32
4,48.48705922,55.40170592,50.3112748,5,6,229,45,32
0,41.35821655,84.71694131,77.56042413,3,6,247,204,49
1,44.28978585,31.09243406,33.33772046,3,6,247,204,49
2,93.93561238,11.10261457,23.48818293,3,6,247,204,49
3,92.86687421,87.16196208,84.3447438,3,6,247,204,49
4,54.36114537,56.42121973,78.29538964,3,6,247,204,49
5,33.19472456,83.42789788,65.97918168,3,6,247,204,49
6,8.19771168,64.52263674,18.82117628,3,6,247,204,49
7,85.21414163,22.16326799,14.40883922,3,6,247,204,49
8,77.25368699,44.84282864,53.49657111,3,6,247,204,49
9,32.8653559,90.75592076,68.44150607,3,6,247,204,49
10,83.45435941,91.69920401,84.39943763,3,6,247,204,49
11,13.65643343,76.90696702,64.75580892,3,6,247,204,49
12,64.510235,35.28749994,34.82571577,3,6,247,204,49
13,38.36707863,50.8348754,23.18252401,3,6,247,204,49
14,16.34597971,41.40675578,19.41236182,3,6,247,204,49
15,19.95252639,5.49026862,71.72233158,3,6,247,204,49
16,67.04393679,72.72869596,40.32288789,3,6,247,204,49
17,26.98181694,72.32442704,51.90775428,3,6,247,204,49
18,79.50006896,59.65715605,17.91917027,3,6,247,204,49
19,34.03822826,72.32028829,53.56907877,3,6,247,204,49
20,87.08733064,83.86021568,14.96967971,3,6,247,204,49
21,28.0249689,58.23909524,28.11398824,3,6,247,204,49
22,9.09893534,42.72796855,14.37068289,3,6,247,204,49
23,82.53864365,35.134785,31.72982547,3,6,247,204,49
24,42.9239661,27.38750023,87.61198415,3,6,247,204,49
25,56.58569448,93.00347797,94.22639596,3,6,247,204,49
26,9.57153262,25.83456349,71.14448934,3,6,247,204,49
27,33.12727338,68.47021652,64.0905038,3,6,247,204,49
28,79.15431758,32.37204777,27.79170458,3,6,247,204,49
29,63.6567033,17.66720877,88.26943157,3,6,247,204,49
30,26.22999594,43.03275365,20.60814684,3,6,247,204,49
31,89.977581,48.18741331,65.35373025,3,6,247,204,49
32,79.83947979,81.70908336,47.788414,3,6,247,204,49
33,14.00642194,48.57925317,56.70560314,3,6,247,204,49
34,7.71306107,9.32039481,75.76881087,3,6,247,204,49
35,90.5999432,14.01224137,11.34356648,3,6,247,204,49
36,69.28951187,78.52343772,34.16067285,3,6,247,204,49
37,69.79260936,8.47146953,47.09260547,3,6,247,204,49
38,84.13838823,49.61863474,6.69199721,3,6,247,204,49
39,11.00159061,19.24247056,69.58510647,3,6,247,204,49
40,15.08378599,34.46999792,77.76317226,3,6,247,204,49
41,82.30042179,65.71409838,83.57404139,3,6,247,204,49
42,31.86654435,41.62392148,30.36242236,3,6,247,204,49
43,87.10486144,70.94886938,76.077544,3,6,247,204,49
44,49.0145045,25.30333028,90.90532012,3,6,247,204,49
45,78.52459371,48.99760658,26.6818691,3,6,247,204,49
46,41.93033748,77.34487323,85.80829392,3,6,247,204,49
47,66.89789854,71.96303384,59.02506952,3,6,247,204,49
48,70.93643974,51.99866059,80.77995566,3,6,247,204,49
49,13.65817044,21.85263251,67.05282074,3,6,247,204,49
0,46.27798951,54.48120084,45.96338242,5,7,229,45,32
1,52.53695736,54.55608698,52.40356552,5,7,229,45,32
2,47.06744475,47.14934286,53.84635434,5,7,229,45,32
3,53.25305512,52.00909787,48.92691209,5,7,229,45,32
4,48.75639913,54.57276289,49.8210611,5,7,229,45,32
0,41.57416198,83.94255557,76.96570209,3,7,247,204,49
1,44.51882341,31.79613462,34.01028817,3,7,247,204,49
2,93.27200898,11.7135757,23.91987382,3,7,247,204,49
3,92.21623705,86.59807961,83.8361105,3,7,247,204,49
4,54.23599879,56.22620171,77.32260688,3,7,247,204,49
5,33.63692097,82.60885867,65.61361759,3,7,247,204,49
6,8.96749829,64.27364211,19.40890941,3,7,247,204,49
7,84.62175095,22.65570615,15.04647387,3,7,247,204,49
8,76.28066977,45.06030035,53.41947668,3,7,247,204,49
9,33.24722466,89.90559642,68.07939453,3,7,247,204,49
10,82.92753932,91.0372584,83.86625042,3,7,247,204,49
11,14.4407907,76.35446886,64.47379923,3,7,247,204,49
12,64.96462833,34.60314885,34.25546119,3,7,247,204,49
13,38.04817368,50.67586912,22.24817042,3,7,247,204,49
14,17.06775149,41.59952914,20.07710533,3,7,247,204,49
15,20.48164472,6.26277011,71.37122584,3,7,247,204,49
16,66.49846674,71.97436162,40.6881852,3,7,247,204,49
17,27.719601,71.64970626,51.88710134,3,7,247,204,49
18,78.86131596,59.45393093,18.66125798,3,7,247,204,49
19,33.45658647,73.09344516,53.82190534,3,7,247,204,49
20,86.49436248,83.31563219,15.56282183,3,7,247,204,49
21,28.70723466,58.00814632,28.80765677,3,7,247,204,49
22,9.84060017,42.86670905,15.02694836,3,7,247,204,49
23,81.8060961,35.55294294,32.26696421,3,7,247,204,49
24,43.10394694,27.91615694,86.78244875,3,7,247,204,49
25,56.49047946,92.30359579,93.51851247,3,7,247,204,49
26,10.34308782,26.35561487,70.77951258,3,7,247,204,49
27,33.75773237,67.84321481,63.63291193,3,7,247,204,49
28,78.41005871,32.78278999,28.31836346,3,7,247,204,49
29,63.40687438,18.30904653,87.54442826,3,7,247,204,49
30,26.8465211,43.21890881,21.37315859,3,7,247,204,49
31,89.0386761,48.24247651,65.01398677,3,7,247,204,49
32,79.16171298,80.9781723,47.86842137,3,7,247,204,49
33,14.99420522,48.62990184,56.5582298,3,7,247,204,49
34,8.38235483,9.95843066,75.38807984,3,7,247,204,49
35,90.00774852,14.55617481,11.93807625,3,7,247,204,49
36,68.80034865,77.77814519,34.61372736,3,7,247,204,49
37,69.38369997,9.37968369,47.18171296,3,7,247,204,49
38,83.53996289,49.63431501,7.49302233,3,7,247,204,49
39,11.75238404,19.82048253,69.26540132,3,7,247,204,49
40,15.83963534,34.80840923,77.20266396,3,7,247,204,49
41,81.64042372,65.39444426,82.89417097,3,7,247,204,49
42,31.29069078,41.09439561,29.7395299,3,7,247,204,49
43,86.35775409,70.52684233,75.56400358,3,7,247,204,49
44,49.05236593,25.83706401,90.06051551,3,7,247,204,49
45,77.77475611,49.03664561,27.34233827,3,7,247,204,49
46,42.12813241,76.74420474,85.03364915,3,7,247,204,49
47,67.5105731,72.70155214,59.30653107,3,7,247,204,49
48,70.37620858,51.95750613,79.95264233,3,7,247,204,49
49,14.40983799,22.39169586,66.67281204,3,7,247,204,49
0,46.56371835,55.36058378,45.5825351,5,8,229,45,32
1,51.64300243,54.84655054,52.7448506,5,8,229,45,32
2,46.77102311,46.23705085,53.56376367,5,8,229,45,32
3,54.19259757,51.70382202,48.77177781,5,8,229,45,32
4,49.02573905,55.40170592,50.3112748,5,8,229,45,32
0,41.78897549,83.17000967,76.3681839,3,8,247,204,49
1,44.43443341,31.2119473,33.20306855,3,8,247,204,49
2,92.60416825,12.32334556,24.34668699,3,8,247,204,49
3,91.56957889,86.03321655,83.32350642,3,8,247,204,49
4,54.33959352,56.27360191,78.31609636,3,8,247,204,49
5,34.07554254,81.78934433,65.24482583,3,8,247,204,49
6,9.7383222,64.01924853,19.99295943,3,8,247,204,49
7,84.02640179,23.14580191,15.68315708,3,8,247,204,49
8,77.21702786,44.77407455,53.62272116,3,8,247,204,49
9,33.62859022,89.05578581,67.71555082,3,8,247,204,49
10,82.40499991,90.37304001,83.33167909,3,8,247,204,49
11,15.22221015,75.79923362,64.18902304,3,8,247,204,49
12,65.39227427,33.91037287,33.67478883,3,8,247,204,49
13,38.45016641,50.67953626,23.16380593,3,8,247,204,49
14,17.79108553,41.78700641,20.74166543,3,8,247,204,49
15,21.01458176,7.03289425,71.02067354,3,8,247,204,49
16,65.95718741,71.21980472,41.05921159,3,8,247,204,49
17,28.39210896,70.9117883,51.83044334,3,8,247,204,49
18,78.22633423,59.24715755,19.40559861,3,8,247,204,49
19,32.85040519,73.84642462,54.07796428,3,8,247,204,49
20,85.90458503,82.7684316,16.15673603,3,8,247,204,49
